# Solve Time (ms): 2.928125
k,x0,x1,x2,x3,x4,x5,u0,u1,u2
0,-100.00000000247749,-7.239166313705009e-10,-2.588722384866135e-25,-2.772266589841244e-08,0.09999999362509554,-9.381484770077782e-25,1.0000004409972152,0.999997681471363,-4.603595893763916e-19
1,-100.00000089528551,2.9999997863114602,-3.6174126296785763e-23,0.05570997515413765,0.1599998531907616,-2.7622845437805007e-20,1.000000426943451,0.2404491248193013,1.9114626369777983e-19
2,-98.32870168871484,7.799995359951992,-8.287292981895348e-19,0.11537997156056766,0.17074994217167655,-1.6153786283822128e-20,1.0000004052411087,-0.999993598366217,6.861302683396077e-19
3,-94.86730259929764,12.922493604810185,-1.3133456755363918e-18,0.1759414816592348,0.10313525057148107,2.5044612006416538e-20,1.000000369744029,-0.9999938548130777,-1.2016015928168793e-19
4,-89.5890582101313,16.016551119484962,-5.620061969739207e-19,0.23241737128867412,0.031523484769073316,1.7883081489444827e-20,1.0000003051710529,-0.9999899894343164,-1.381804634712383e-19
5,-82.61653711910697,16.962255668456947,-2.5510920313952276e-20,0.28474168524238946,-0.04381545789229846,9.612837507118316e-21,1.0000001775856981,-0.9999705662680807,-7.529430820188297e-20
6,-74.07428659667795,15.647791950906509,2.6287793443314655e-19,0.3328529317164907,-0.12260664117753844,5.09599652484497e-21,0.999999868374571,-0.19517299387328615,-2.8241929928507833e-19
7,-64.08869866832188,11.969592751642821,4.1576127625125154e-19,0.37669419437458795,-0.15628531510972113,-1.1859085314149573e-20,0.9999986336224554,0.9998568361611662,-3.540851872595335e-20
8,-52.787872852997424,7.281033351687923,5.998786507919907e-20,0.41940002190735276,-0.12115572673043631,-1.3998999728315318e-20,-0.11108023207101052,0.9998623219613986,2.3079910454912183e-19
9,-40.2058722087814,3.646361594512915,-3.5998218747918103e-19,0.3989903307169628,-0.08884439733336214,-1.5353583596595587e-22,-0.9999976516434278,0.9997064007230123,1.269106301484159e-19
10,-28.23616229369541,0.9810296837290766,-3.645853958450718e-19,0.3287483218545232,-0.055195384322189435,7.473634656820764e-21,-0.9999983600724384,0.9909095104072213,6.285088474716551e-20
11,-18.373712641361955,-0.674831854001101,-1.4037506996542953e-19,0.26203060644695514,-0.017438211491652512,1.1257287035722428e-20,-0.9999981972595812,0.5326744825003991,-2.4199442564742394e-19
12,-10.512794449738303,-1.197978261631142,1.9734239900201642e-19,0.19887889488439187,-0.002771766113056704,-3.257829849538325e-21,-0.999997338571722,0.45596486963425104,-2.084321792342172e-19
13,-4.546427606747386,-1.2811312787871716,9.960204646376447e-20,0.13755127444749765,0.01146011810210621,-1.577103892499036e-20,-0.9999942627165207,0.4621325461986201,4.806371647878101e-19
14,-0.4198893764109307,-0.9373277449531263,-3.735315897556992e-19,0.0778128804978659,0.030109686564380803,1.3063653396435566e-20,-0.35177849419163804,-0.11015111738132388,-2.266868388647066e-19
15,1.9144970365283895,-0.03403715160955731,1.837859392031508e-20,0.05864768551168943,0.018364970040382088,-5.237265150563685e-22,0.0,0.0,0.0
