# Solve Time (ms): 3.0203740000000003
k,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,u0,u1,u2,u3
0,-4.392236528482946e-19,3.219115726056093e-19,-3.781347890566438e-16,-1.9997499040856732e-19,1.5384413059194351e-22,3.078528383971135e-16,-1.617606438205616e-19,1.5272132974579386e-19,-7.37835836640679e-17,-1.9290052629040908e-19,-2.620664750813103e-20,1.0118257786477275e-16,-0.9915999778718724,1.7314852137244614,-0.9915999778718724,1.7314852137244614
1,-6.162967076491751e-18,4.074004868347283e-18,0.08278178982452786,-4.1733065314855955e-19,-3.207047321341735e-20,0.01568556700007551,3.122293989510692e-17,-5.294220455395203e-17,1.660537349835444,1.6778931147514945e-18,-5.747652377317455e-19,0.3117876383882813,-0.9915998352263605,0.5837902238885294,-0.9915998352263605,0.5837902238885297
2,8.583469851140738e-18,2.0826636485834424e-18,0.2967273826051647,-6.199861554965584e-19,-1.7181124623224388e-19,0.03796933696783129,2.6457029833597836e-16,-7.395666486169805e-17,2.621210207883704,1.9783956893465707e-18,-6.266968363648968e-19,0.13513513853933987,-0.4386387465652556,0.021336580212988412,-0.43863874656525537,0.021336580212988007
3,5.736350435199991e-18,1.1601213882735867e-17,0.5728316533275936,-3.4422000029840444e-20,-3.5315646537438926e-19,0.04252793678426601,-3.2686739564687275e-16,1.9050313074726207e-16,2.9017031621530767,1.3468970750318317e-17,-3.048708018097041e-18,-0.04279707549501143,0.7521182442277015,-0.7752167719364133,0.7521182442277011,-0.7752167719364133
4,-1.1505657014986976e-17,6.484217040974405e-18,0.816570985051512,9.252403430390535e-19,-1.2516668184960117e-18,0.03779277810773643,-9.423850074662774e-17,-3.474148361435196e-16,1.9703342692962,5.79515605268753e-18,-1.227920576968015e-17,-0.05187172010883951,0.8331515471457656,-0.8219711386944034,0.833151547145766,-0.8219711386944033
5,-4.01257339695971e-18,1.5678701320740652e-18,0.963288682331591,6.848616056922545e-19,-2.4267317865875208e-18,0.03288412813210866,1.9736176432016612e-16,-3.642783906857438e-17,0.9610404554708648,-6.49872575690087e-18,-7.161651876849962e-18,-0.046361471497759314,0.562830316939719,-0.5502582944362664,0.562830316939719,-0.5502582944362665
6,6.56452484320312e-18,-5.8344303473240315e-18,1.0255548340928475,-5.557038784578607e-20,-3.1780302636396144e-18,0.028551597036604343,-1.6732508471616159e-18,-3.386578646591235e-17,0.2822790202537889,-2.839092809921374e-18,-5.411797727934772e-18,-0.040349654553738956,0.27436942811532006,-0.2631882975579407,0.27436942811532006,-0.26318829755794076
7,3.9212427584864685e-18,-6.928365314440487e-18,1.0374409812577594,-1.5912623034834366e-19,-3.478906899256586e-18,0.024785951272690072,-8.566584191808751e-17,3.3659834320340044e-17,-0.045523680861765475,1.8723742962023972e-18,8.232226175725453e-19,-0.035016541456731734,0.08196990951987025,-0.07223775539860693,0.08196990951987027,-0.07223775539860688
8,-2.027416732944809e-18,-2.102583926108036e-18,1.028200700158061,2.1120658417631085e-20,-3.19295814134944e-18,0.02151863202755324,-2.4672702860317216e-17,5.569495555297681e-17,-0.13955951492905283,2.8249036246306504e-18,5.53181736670193e-18,-0.030376156971597696,-0.01031558920946054,0.01876861852327485,-0.010315589209460574,0.018768618523274883
9,-2.192953684084008e-18,9.21664628002964e-19,1.0151289085802309,1.0500329370873637e-19,-2.6535990214123743e-18,0.01868452147742377,1.902471298317625e-17,5.0909188387002506e-18,-0.12182396505363077,2.8782655547766143e-19,5.702755650122372e-18,-0.026346257601393752,-0.036520035039245516,0.043861722487067,-0.036520035039245516,0.043861722487067004
