# Solve Time (ms): 5.010375
k,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,u0,u1,u2,u3
0,2.3385458145339956e-19,-3.0639233872548686e-19,-2.7833878912697836e-16,1.694444546376323e-19,9.217621347817599e-20,2.2453427801856693e-16,3.865347384429099e-22,-1.9739576551498453e-19,-5.445865968143243e-17,1.4830402420807787e-19,9.600053658619343e-20,7.429098210117352e-17,-0.9915999827901046,1.7314225554397495,-0.9915999827901046,1.7314225554397495
1,4.287066431855512e-18,2.2773343453615453e-18,0.08277988516218704,3.1897635505618025e-19,1.918144312966259e-19,0.01568423854017292,1.5132210826413207e-16,-6.32603097320539e-17,1.6604991438125647,-1.4376584576328322e-18,-8.334444295498289e-19,0.3117612321145604,-0.9915998691992596,0.5837823571761582,-0.9915998691992596,0.583782357176158
2,1.957762840336366e-20,-5.7744080162442e-18,0.2967214192252561,6.491679434569301e-19,2.012140779881941e-19,0.03796522151104779,-2.0503061436372576e-16,-9.631474704876556e-17,2.6211672254562948,5.612976450486893e-18,3.098414371205691e-18,0.13510580957346133,-0.4386983784916726,0.02137214946129887,-0.4386983784916725,0.021372149461299055
3,-7.483145144423518e-18,-1.7436768589873914e-18,0.5728242858206558,1.155689921885354e-18,9.157945989668331e-19,0.042520401765291434,6.116626782849261e-17,1.8554050119152927e-16,2.901718233402016,-1.0209280048363807e-20,9.857682746975572e-18,-0.042836092807369386,0.7521031635817643,-0.7752097095233667,0.7521031635817642,-0.7752097095233667
4,-7.825533827507666e-18,5.211100052481844e-18,0.8165657978184615,1.0207823703337592e-18,1.8911198495368138e-18,0.0377812025848386,6.961844388806923e-17,4.1075144232711136e-17,1.9703628433825078,-4.715165530663323e-18,5.317270583221791e-18,-0.05191351543792712,0.8331524727106299,-0.8219806170699385,0.8331524727106299,-0.8219806170699383
5,2.081298587987432e-18,5.044397075606504e-18,0.9632860362273831,4.349016766507325e-19,2.246910466373051e-18,0.03286822519297906,6.420355195445714e-17,-8.664404660026399e-17,0.9610626852343174,-6.492784453805936e-18,-4.657801488039514e-19,-0.0464062273331957,0.5628329703534634,-0.5502710116652392,0.5628329703534635,-0.5502710116652392
6,5.195149366381602e-18,-9.171878171607993e-19,1.0255539436974461,4.474387236943347e-20,2.158252199597153e-18,0.028531040965716552,2.853808633717624e-17,1.4650237217778653e-17,0.28229187699931274,-2.589437047177736e-18,-9.415027213179821e-19,-0.0403979620410468,0.2743693678939723,-0.2632009447542013,0.2743693678939723,-0.26320094475420136
7,3.316939486961836e-18,2.124019920493885e-18,1.037440993892873,1.4603710077377982e-19,2.146340284499193e-18,0.024760333701807993,-5.829773677112103e-17,1.0836433785835882e-17,-0.04551849965354352,2.128741935737655e-18,-1.3572797385063936e-18,-0.03506945991451522,0.08196580626443277,-0.07224908376722902,0.08196580626443276,-0.072249083767229
8,-2.4608783623865996e-18,1.3739927790114197e-18,1.0282010112705562,5.051934126705822e-19,1.9526177314180676e-18,0.02148743779522893,-4.801590540210312e-17,-3.118648164851435e-17,-0.13955873959485088,2.2720702380391576e-18,-3.409225504081697e-18,-0.030434763371510028,-0.010323373193337107,0.01875796001194904,-0.010323373193337093,0.018757960011949102
9,-2.9525320345201465e-18,-7.741367387993859e-19,1.0151292098405118,6.379666957666317e-19,1.6327067783317464e-18,0.018647122509329823,3.8306637549975684e-17,-1.2996407966373527e-17,-0.12182494260626736,-1.1194876365219417e-18,-3.488609121751187e-18,-0.026411733130225698,-0.03653074815353866,0.043850615362092525,-0.03653074815353865,0.043850615362092525
