# Solve Time (ms): 21.214
k,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,u0,u1,u2,u3
0,-5.052523396488e-27,-3.339392804339627e-27,2.8086666344280324e-16,2.6389771941712477e-34,-6.978192041194124e-34,-5.841804706747841e-17,1.0320897446188547e-28,2.467580369949942e-28,1.3382922718665275e-10,5.116114857826916e-34,2.6433776805837732e-33,3.115510856870979e-17,-0.9915999999999995,1.7314211173884755,-0.9915999999999995,1.7314211173884755
1,2.4943928873280852e-17,3.038342898909273e-18,0.0827798418941898,-8.93614382564131e-20,-4.579754952882214e-20,0.015684207688635536,-1.5208823271616756e-16,1.420091145241683e-15,1.6604982768050605,-1.879971341734011e-17,8.444245601108772e-18,0.31176061886750434,-0.9916000000000003,0.5837826426959634,-0.9915999999999995,0.5837826426959634
2,1.7321090007677575e-17,4.3446725704150116e-16,0.29672130187574436,-9.416244973711946e-19,-1.778751249625884e-18,0.0379651331054462,-2.042870385034294e-16,1.8063680285006667e-15,2.62116661219655,-4.541783011714178e-18,-5.412373801608169e-18,0.13510527096902375,-0.43869557799963105,0.021372569006580303,-0.4386955779996312,0.02137256900658043
3,3.9082076094919456e-19,-2.2183872441263407e-16,0.572824034754442,-7.660844470799587e-19,7.350888586881352e-18,0.04252032819492047,-1.2292486377400528e-16,-1.46642862188146e-15,2.901716168086669,7.756448976990097e-18,2.4394840317313344e-17,-0.04283526619357089,0.7521001999768675,-0.7752064149060478,0.7521001999768675,-0.7752064149060476
4,-8.298617382187545e-18,-4.1577366235038823e-17,0.8165655304802052,-6.997189880227872e-20,1.2419898767718133e-19,0.03778121803201951,6.761196600793866e-18,-2.0740137845803656e-16,1.9703645944027028,7.016701956554624e-18,-4.899008710953368e-18,-0.05191256206534649,0.8331575355639321,-0.8219909976246594,0.8331575355639323,-0.8219909976246594
5,-7.154631378467458e-18,7.142136529160524e-17,0.9632854745165952,2.8188259139990035e-19,-4.564933571410437e-19,0.03286822247944973,6.362064039935911e-17,3.0396434442772896e-16,0.9610550188889629,1.7549085260234723e-18,-5.616930856954549e-18,-0.04640752952193051,0.5628274862558595,-0.5502625555524889,0.5628274862558597,-0.5502625555524889
6,-2.7184032288796945e-18,-2.6278350150512072e-17,1.025553039142141,2.131957524586073e-19,5.337470701897535e-19,0.028530972081785566,4.909506486485738e-17,1.2919944499643204e-16,0.28229271146860285,-1.3867785667183116e-18,-5.8032569589556726e-18,-0.040397991768892354,0.2743671792889017,-0.2631984875706109,0.27436717928890175,-0.263198487570611
7,1.7982650497994347e-19,2.7415202437061655e-18,1.0374403140180433,9.841142688510638e-21,-8.842953258834361e-19,0.02476026756273914,1.3706339502044428e-17,8.15036842792878e-17,-0.04551483218337813,-1.5034332421500364e-18,-1.5825754890207978e-18,-0.03506937600556365,0.08196621966894378,-0.07224949774453746,0.08196621966894378,-0.07224949774453746
8,7.31699836598805e-19,1.5697962552127503e-18,1.0282006729914832,-1.1713365948592453e-19,-4.3091587117827986e-19,0.02148737996778463,-8.3802214114405e-18,-1.6499696982155416e-17,-0.13955557665859009,-4.0116237630207555e-19,-1.5574022065075381e-18,-0.030434680996133157,-0.010322128216341962,0.018756688481471835,-0.010322128216341962,0.018756688481471835
9,1.5972065711442634e-19,-2.782095146135403e-18,1.0151291113533865,-1.3561079959938764e-19,3.56132894858938e-18,0.0186470722905889,-1.2380126835114307e-17,5.469542480593912e-17,-0.12182331423459415,4.1178658915376024e-19,-4.0263793266931944e-19,-0.026411663213066955,-0.03652971925112699,0.043849568217698635,-0.03652971925112699,0.043849568217698635
