# Solve Time (ms): 7.3020000000000005
k,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,u0,u1,u2,u3
10,-3.902144037919915e-19,-1.3301754673886592e-18,1.005390111918066,-1.0484007115831512e-19,-5.263279463899495e-18,0.016226571909311965,-7.673307705704663e-18,-2.5301447277103734e-17,-0.07280672805156199,5.762648944752879e-19,5.081055170490378e-18,-0.022846676883254445,-0.031412708174014765,0.03779065104745586,-0.031412708174014765,0.03779065104745586
11,-5.505409004193325e-19,-1.279927876167595e-18,1.000213221233137,-7.503597131787996e-20,-3.732606446072186e-18,0.014095393951410035,-2.8367931145700697e-18,-3.79405208628829e-17,-0.030606519597625177,3.9778399995099873e-19,5.012926786004422e-18,-0.019807172932384248,-0.01772316337139994,0.023265778793094705,-0.01772316337139994,0.023265778793094705
12,-4.553187827526912e-19,-2.778348257175473e-18,0.9983986331151358,-6.395944567764284e-20,-3.0238233056155184e-18,0.012248025843457409,-7.522390857340654e-19,-9.353214283034721e-18,-0.00561146266702503,2.0561034540852417e-19,4.322925866773714e-18,-0.017166484330523327,-0.0061019633581012415,0.010920849696451046,-0.0061019633581012415,0.010920849696451046
13,-3.1796103123770743e-19,5.981456529175927e-19,0.9983549803651379,-6.485557224178435e-20,-3.648840874898825e-18,0.01064727098824248,-6.146608837142245e-19,9.018038145587028e-18,0.004769048732247088,1.2255676840026762e-19,4.311397098778904e-18,-0.014871441768852654,0.0006187601198916419,0.0035734249483080197,0.0006187601198916309,0.0035734249483080197
14,-2.3611649939543473e-19,7.118798324049728e-19,0.9989217070491201,-6.750045699714266e-20,-2.8701240353281315e-18,0.00926089828821809,-9.581661956621619e-19,-3.108852326365941e-20,0.0065708033444197515,1.1882716452454854e-19,3.935344233471051e-18,-0.012875834777872991,0.0032328889987116027,0.0004170041757040585,0.0032328889987116027,0.0004170041757040585
15,-2.049474365702703e-19,-3.3045886049086616e-19,0.9994931844849456,-6.724587008818759e-20,-2.33156996092763e-18,0.008060993213550674,-1.0660650955619583e-18,-7.026199805789781e-18,0.004853676779243935,1.3312534399699117e-19,3.2443912489031967e-18,-0.011139481938594998,0.003470170887857657,-0.0002890792309597437,0.003470170887857657,-0.0002890792309597437
16,-1.9033967507211342e-19,-2.0096334539963537e-19,0.9998642709592689,-6.437114301303926e-20,-2.1119552038275882e-18,0.007023395748368262,-9.214581794070808e-19,-9.594364018241688e-18,0.0025612860567301486,1.344446349429427e-19,2.8983653730545173e-18,-0.00962742189252385,0.0027619106019602653,1.4430624877950654e-05,0.0027619106019602596,1.4430624877950654e-05
17,-1.723570873220027e-19,-7.302345517401585e-20,1.0000368761736602,-6.06078199644972e-20,-2.2784402330143742e-18,0.006127213930638851,-7.216842961462784e-19,-4.860679376936726e-18,0.0008858727669204971,1.2232188501794792e-19,2.3515364962478567e-18,-0.008309209402389349,0.0019319880642596334,0.0004955041947353239,0.0019319880642596277,0.0004955041947353239
18,-1.4939129123095034e-19,-4.1909017545641393e-19,1.0000817943407272,-5.704348586261585e-20,-1.4868635098081706e-18,0.005354403193812515,-5.823178361286188e-19,-3.8103335256478535e-18,9.904903374768493e-06,1.0636644234374294e-19,1.5848317870056978e-18,-0.007158302339652072,0.0013079253369296779,0.0008195953636380823,0.0013079253369296779,0.0008195953636380823
19,-1.2666419466803803e-19,6.852448864254215e-19,1.0000679395998784,-5.388042188339798e-20,-1.4773564740708232e-18,0.004689403040571054,-5.044771426448594e-19,-8.502322208618189e-19,-0.0002878787143244146,9.27770502917974e-20,1.4723074195684784e-18,-0.006151527260402177,0.0009337919515153983,0.0009365946909028116,0.0009337919515153983,0.0009365946909028116
20,-1.0763769154075626e-19,-2.2895286183434366e-19,1.0000392369317244,-5.095498659831901e-20,-1.480060088594881e-18,0.00411882373315841,-4.486702271848786e-19,-3.984401502629929e-18,-0.00028616960383714854,8.233229740695561e-20,1.3066176934258977e-18,-0.005268612809476944,0.0007420533627828447,0.0009088593430695121,0.0007420533627828447,0.0009088593430695121
21,-9.24626723035718e-20,-3.5874135789667106e-20,1.0000156908731408,-4.814499117254201e-20,-1.949970622942629e-18,0.0036311766918223545,-3.9032205346723123e-19,-1.1214217759386535e-18,-0.00018445131706182206,7.348802503542771e-20,1.2241953820133653e-18,-0.004491781557964812,0.0006508705276178741,0.0008138092685524898,0.0006508705276178769,0.0008138092685524898
22,-7.990825167650762e-20,5.923959883108829e-19,1.0000021990791583,-4.546338386767731e-20,-1.3523801464597315e-18,0.0032166431729510536,-3.283132588391419e-19,-8.061454832526019e-19,-8.509127284465648e-05,6.493682995433898e-20,7.942930677601175e-19,-0.0038053920558659632,0.0006019501539214562,0.0007059879678799857,0.0006019501539214617,0.0007059879678799857
23,-6.901751672725489e-20,6.087426411811161e-19,0.9999968527014181,-4.29966153314555e-20,-1.0967337578722515e-18,0.0028668765691913308,-2.6933105748266263e-19,3.3180374434320334e-18,-2.1649013897344063e-05,5.616420858290812e-20,2.0435573594411836e-19,-0.003195623893678495,0.0005650324871519215,0.0006124991764215867,0.0005650324871519243,0.0006124991764215867
24,-5.924990634083921e-20,7.693017536219724e-19,0.9999961307873819,-4.0844939996572496e-20,-5.594559593243252e-19,0.0025748343502061794,-2.1347229103946899e-19,1.926859610491833e-18,7.296173218202594e-06,4.708212620023622e-20,-4.387602640327397e-21,-0.002650199442685971,0.000529574369667023,0.0005412599448690871,0.000529574369667023,0.0005412599448690871
25,-4.980794264245135e-20,1.1705437548001983e-19,0.9999972156461898,-3.908901060013521e-20,1.7304363896349657e-20,0.002334636252959893,-1.5307423706140237e-19,-3.8052338568612226e-18,1.4422036975812859e-05,3.799130633827013e-20,1.381816772088339e-19,-0.002158136791123087,0.0004950610619006442,0.0004906325321554321,0.0004950610619006429,0.0004906325321554321
26,-3.954672380398864e-20,7.40959592832905e-20,0.9999985232225831,-3.773182080204797e-20,-3.6086330653308817e-19,0.002141445787474467,-8.61795117106228e-20,-3.593211095747669e-18,1.1721519536901395e-05,3.0006703023198267e-20,3.329179740108032e-19,-0.0017095302040045601,0.00046426121604588945,0.0004560890634013505,0.00046426121604588945,0.0004560890634013505
27,-2.850051877604462e-20,4.132719599923633e-20,0.9999994469410964,-3.661805417677857e-20,-5.810383355858273e-20,0.001991371817161491,-3.5777960271016037e-20,-3.070353160306874e-18,6.73814085486417e-06,2.480883484343488e-20,2.4297006277955557e-19,-0.0012953678311038244,0.00043967291811966054,0.0004333279145704705,0.0004396729181196626,0.0004333279145704705
28,-2.042101543153459e-20,-4.55917612566157e-20,0.999999927867074,-3.547590844995695e-20,-5.101961964134573e-19,0.0018813789459690214,-5.0941498808578464e-20,-9.283872279207619e-19,2.868957690755703e-06,2.2265689653963256e-20,-1.378166905645544e-19,-0.0009075366156092039,0.0004203096347688584,0.0004170838255432791,0.0004203096347688591,0.0004170838255432791
29,-2.309195467868559e-20,-1.422305624390257e-20,1.0000001166982428,-3.4301211349606036e-20,-8.177613089133101e-20,0.0018091040550592048,-1.6129573215036932e-19,1.9552539776905977e-19,9.018592252100041e-07,1.6314402496094117e-20,-1.0809490401212129e-19,-0.0005406829475532869,0.00037806048777206926,0.00037720648920187654,0.00037806048777206926,0.00037720648920187654
30,-4.24195084972734e-20,-1.1373168813399183e-19,1.000000180922609,-3.407917323548663e-20,1.6425373605580446e-19,0.0017714799665737653,-2.987277005543065e-19,-4.318044084869252e-19,3.8109089718389287e-07,-6.732313029689955e-21,5.978123299541585e-20,-0.00021408692606414545,0.0,0.0,0.0,0.0
