# Solve Time (ms): 0.382291
k,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,u0,u1,u2,u3
23,3.05753e-17,-1.4346e-16,0.999998,1.62982e-17,-1.45886e-17,0.00256353,-5.77951e-16,3.6644e-15,-2.33853e-05,-7.35303e-17,1.24736e-16,-0.00362805,0.000481307,0.000525177,0.000481307,0.000525177
24,-2.55968e-17,1.12556e-16,0.999997,9.58468e-18,-1.6439e-19,0.00222496,-5.45535e-16,1.45704e-15,3.36621e-06,-7.03125e-17,1.19532e-16,-0.00314804,0.000430864,0.000442745,0.000430864,0.000442745
25,1.95172e-16,1.24297e-16,0.999998,2.76309e-18,4.9763e-18,0.00193119,4.95788e-15,-1.22077e-15,1.06114e-05,-3.12692e-17,-1.94259e-17,-0.00273143,0.000380266,0.000378057,0.000380266,0.000378057
26,2.46834e-16,-5.42166e-17,0.999999,1.34477e-17,-5.96793e-19,0.00167631,-3.91977e-15,-2.34891e-15,9.26466e-06,2.56767e-16,-6.21974e-17,-0.0023698,0.000331999,0.000326308,0.000331999,0.000326308
27,-1.91323e-16,2.31323e-17,0.999999,4.43112e-17,-2.94324e-18,0.00145519,-4.84286e-15,3.89244e-15,5.79482e-06,2.86784e-16,4.66311e-18,-0.0020559,0.00028814,0.000283405,0.00028814,0.000283405
28,-3.90032e-16,1.05852e-16,1,5.80352e-17,-7.30417e-18,0.00126336,8.6551e-16,-2.23464e-15,2.90727e-06,-4.73657e-17,-1.08235e-16,-0.00178339,0.000249571,0.000246721,0.000249571,0.000246721
29,-9.14796e-17,-1.59577e-16,1,3.74398e-17,-1.92844e-17,0.00109697,5.10322e-15,-3.0735e-15,1.16907e-06,-3.15141e-16,-8.69126e-17,-0.00154679,0.000216215,0.000214816,0.000216215,0.000214816
30,3.24322e-16,-1.33636e-16,1,9.09761e-18,-1.79557e-17,0.000952663,3.21385e-15,3.58871e-15,3.15715e-07,-1.81023e-16,1.11402e-16,-0.00134133,0.000187519,0.000186931,0.000187519,0.000186931
31,2.45508e-16,4.66969e-17,1,8.8018e-18,-4.64955e-18,0.000827541,-4.78576e-15,1.99604e-17,-4.27833e-08,1.64204e-16,1.22676e-16,-0.00116288,0.000162811,0.000162596,0.000162811,0.000162596
32,-1.47372e-16,5.56229e-17,1,3.01226e-17,5.15184e-18,0.000719082,-3.07281e-15,1.58495e-16,-1.7398e-07,1.94964e-16,7.21048e-17,-0.00100785,0.000141487,0.00014143,0.000141487,0.00014143
33,-2.98715e-16,3.29269e-17,1,3.86435e-17,9.65521e-18,0.000625102,4.42325e-17,-6.12002e-16,-2.08491e-07,-5.07529e-17,2.16466e-17,-0.000873103,0.000123052,0.000123072,0.000123052,0.000123072
34,-5.99197e-17,9.14014e-17,1,2.10393e-17,1.01859e-17,0.000543708,4.72909e-15,1.78019e-15,-1.96576e-07,-2.62395e-16,-1.97747e-17,-0.000755941,0.000107111,0.000107174,0.000107111,0.000107174
35,2.3037e-16,2.39897e-17,1,-1.85708e-18,2.94388e-18,0.000473261,1.07872e-15,-3.12572e-15,-1.58181e-07,-1.45263e-16,-1.15532e-16,-0.000653999,9.33392e-05,9.34229e-05,9.33392e-05,9.34229e-05
36,1.82631e-16,-5.05261e-17,1,-4.58525e-18,-6.65382e-18,0.000412344,-2.03179e-15,1.6328e-15,-1.07169e-07,8.32729e-17,-6.19537e-17,-0.000565226,8.14581e-05,8.15411e-05,8.14581e-05,8.15411e-05
37,1.01115e-16,6.48424e-18,1,1.03424e-17,-1.20682e-17,0.000359729,4.00133e-16,-4.91429e-16,-5.65343e-08,2.00161e-16,-5.69531e-17,-0.000487834,7.1226e-05,7.12922e-05,7.1226e-05,7.12922e-05
38,-1.94669e-16,-1.23031e-16,1,3.29978e-17,-1.65838e-17,0.000314357,-6.31213e-15,-2.09799e-15,-1.61558e-08,2.05873e-16,-1.22795e-17,-0.000420264,6.24324e-05,6.24744e-05,6.24324e-05,6.24744e-05
39,-4.10515e-16,-1.11864e-17,1,3.72539e-17,-1.10995e-17,0.000275315,1.99064e-15,4.33133e-15,9.4262e-09,-1.59798e-16,1.05493e-16,-0.000361156,5.48959e-05,5.49146e-05,5.48959e-05,5.49146e-05
40,-1.2201e-16,1.26532e-16,1,5.2931e-18,-4.57735e-18,0.000241816,3.77848e-15,-1.57371e-15,2.08254e-08,-4.30714e-16,-5.81513e-19,-0.00030932,4.84617e-05,4.84634e-05,4.84617e-05,4.84634e-05
41,1.86199e-16,-1.5813e-18,1,-3.79178e-17,-8.53367e-18,0.000213186,2.38647e-15,-9.88882e-16,2.18375e-08,-3.81093e-16,-5.64527e-17,-0.000263713,4.29996e-05,4.29918e-05,4.29996e-05,4.29918e-05
42,3.60364e-16,-4.86719e-17,1,-6.33503e-17,-1.29025e-17,0.000188849,1.09755e-15,4.65039e-17,1.71258e-08,-9.84804e-17,-2.26245e-17,-0.000223415,3.83999e-05,3.83892e-05,3.83999e-05,3.83892e-05
43,2.96498e-16,-4.27603e-17,1,-5.52126e-17,-1.28565e-17,0.000168314,-2.37295e-15,7.17145e-17,1.05803e-08,2.50936e-16,2.24217e-17,-0.000187615,3.45713e-05,3.45616e-05,3.45713e-05,3.45616e-05
44,-3.89091e-17,2.24096e-18,1,-2.04583e-17,-8.97293e-18,0.000151169,-4.33411e-15,8.27897e-16,4.64188e-09,3.87989e-16,4.79022e-17,-0.000155593,3.14379e-05,3.14309e-05,3.14379e-05,3.14309e-05
45,-3.2953e-16,4.94795e-17,1,1.0377e-17,-5.36122e-18,0.000137066,-1.47988e-15,1.17262e-16,3.77899e-10,1.79052e-16,1.61384e-17,-0.000126704,2.89371e-05,2.8933e-05,2.89371e-05,2.8933e-05
46,-2.50824e-16,3.90074e-17,1,1.15636e-17,-6.17905e-18,0.000125724,3.0515e-15,-3.26456e-16,-2.08408e-09,-1.42997e-16,-3.078e-17,-0.000100367,2.70177e-05,2.70161e-05,2.70177e-05,2.70161e-05
47,1.40394e-16,-6.30624e-17,1,-9.26817e-18,-1.00399e-17,0.000116913,4.77191e-15,-1.71418e-15,-3.08942e-09,-2.08056e-16,-2.97771e-17,-7.60511e-05,2.5627e-05,2.56269e-05,2.5627e-05,2.56269e-05
48,2.29606e-16,-6.26272e-17,1,-1.86275e-17,-8.59393e-18,0.000110456,-2.9834e-15,1.72099e-15,-3.12877e-09,3.85572e-17,5.98542e-17,-5.32815e-05,2.45814e-05,2.45822e-05,2.45814e-05,2.45822e-05
49,-1.53364e-17,6.81362e-17,1,-7.92993e-18,-2.01215e-18,0.000106212,-1.91605e-15,8.94735e-16,-2.68368e-09,1.3323e-16,4.93464e-17,-3.17434e-05,2.21705e-05,2.21713e-05,2.21705e-05,2.21713e-05
50,-1.24384e-16,1.4042e-16,1,2.1547e-18,-1.73155e-18,0.000104004,-2.6581e-16,5.5113e-16,-2.20765e-09,4.95836e-17,-5.58125e-17,-1.2569e-05,0,0,0,0
